Category,Year,Sales Amount,Population,Sales Amount per Capita
"Gift, novelty, and souvenir stores",2023,39989.0,343477335,0.0011642398471503222
Used merchandise stores,2023,1094082.0,343477335,0.031853106115429713
Nonstore retailers,2023,965118.0,343477335,0.028098447893221253
Electronic shopping and mail-order houses,2023,490205.0,343477335,0.01427182960995083
Fuel dealers,2023,,343477335,
Food services and drinking places,2023,,343477335,
Restaurants and other eating places,2023,,343477335,
Full service restaurants,2023,,343477335,
Limited service eating places,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
,2023,,343477335,
0,2023,,343477335,
