,PRODUCT TYPE,COUNTRY,MEASURE,Year,Total Imports,Population,Total Imports Per Capita
1259,,Rest of world,Million dollars,2018,374.1,335056497,0.11165281179430465
1260,,World,Million dollars,2018,1279.0,335056497,0.38172666742826955
1261,,World (quantity),"1,000 metric tons",2018,176.2,335056497,0.052588146052276075
1262,"Yogurt, buttermilk, or whey",New Zealand,Million dollars,2018,204.7,335056497,0.06109417421623673
1263,,Canada,Million dollars,2018,69.8,335056497,0.020832307573489615
1264,,France,Million dollars,2018,10.6,335056497,0.003163645562736245
1265,,Denmark,Million dollars,2018,7.0,335056497,0.0020891998999201617
1266,,Germany,Million dollars,2018,3.8,335056497,0.0011341370885280878
1267,,Mexico,Million dollars,2018,2.3,335056497,0.0006864513956880531
1268,,Chile,Million dollars,2018,1.8,335056497,0.0005372228314080417
1269,,Rest of world,Million dollars,2018,4.5,335056497,0.001343057078520104
1270,,World,Million dollars,2018,304.5,335056497,0.09088019564652704
1271,,World (quantity),"1,000 metric tons",2018,86.1,335056497,0.02569715876901799
1272,Milk and cream,Mexico,Million dollars,2018,44.4,335056497,0.013251496508065026
1273,,Chile,Million dollars,2018,23.3,335056497,0.006954051095448539
1274,,Netherlands,Million dollars,2018,7.7,335056497,0.002298119889912178
1275,,Canada,Million dollars,2018,7.2,335056497,0.0021488913256321666
1276,,New Zealand,Million dollars,2018,5.0,335056497,0.0014922856428001155
1277,,Peru,Million dollars,2018,18.3,335056497,0.0054617654526484235
1278,,Rest of world,Million dollars,2018,12.2,335056497,0.003641176968432282
1279,,World,Million dollars,2018,118.1,335056497,0.03524778688293873
1280,,World (quantity),"1,000 metric tons",2018,47.1,335056497,0.014057330755177089
1281,Butter or spreads,Ireland,Million dollars,2018,181.2,335056497,0.05408043169507619
1282,,New Zealand,Million dollars,2018,32.7,335056497,0.009759548103912757
1283,,Mexico,Million dollars,2018,47.0,335056497,0.014027485042321087
1284,,France,Million dollars,2018,15.0,335056497,0.004476856928400347
1285,,India,Million dollars,2018,7.3,335056497,0.002178737038488169
1286,,Chile,Million dollars,2018,0.4,335056497,0.00011938285142400925
1287,,Rest of world,Million dollars,2018,25.4,335056497,0.007580811065424587
1288,,World,Million dollars,2018,309.0,335056497,0.09222325272504714
1289,,World (quantity),"1,000 metric tons",2018,54.7,335056497,0.016325604932233263
