,Country,Year,Total Exports,Population,Total Exports Per Capita
1349,Senegal,2023,12019725,343477335,3.4994230405333733
1350,Serbia,2023,5741145,343477335,1.671477100519602
1351,Seychelles,2023,251292,343477335,0.07316115923631468
1352,Sierra Leone,2023,1098649,343477335,0.3198606976498173
1353,Singapore,2023,445240602,343477335,129.62736012843467
1354,Sint Maarten,2023,4588492,343477335,1.3358936769437786
1355,Slovakia,2023,27152120,343477335,7.9050689036002915
1356,Slovenia,2023,2651997,343477335,0.772102473661035
1357,Solomon Islands,2023,31449,343477335,0.009156062655487879
1358,Somalia,2023,1665204,343477335,0.4848075346805634
1359,South Sudan,2023,49689,343477335,0.014466456716860226
1360,Spain,2023,772432702,343477335,224.8860763986072
1361,Sri Lanka (Ceylon),2023,1048180,343477335,0.3051671517132273
1362,St Christopher-Nevis,2023,2655662,343477335,0.7731695018537394
1363,St Helena,2023,0,343477335,0.0
1364,St Lucia,2023,2853322,343477335,0.8307162392534576
1365,St Pierre and Miquelon,2023,0,343477335,0.0
1366,St Vincent and Grenadines,2023,1734209,343477335,0.5048976521260129
1367,Sudan,2023,0,343477335,0.0
1368,Suriname,2023,14721583,343477335,4.286042046995619
1369,"Svalbard, Jan Mayen Island",2023,0,343477335,0.0
1370,Swaziland,2023,148699,343477335,0.04329223062127229
1371,Sweden,2023,140446629,343477335,40.88963511959239
1372,Switzerland,2023,40011648,343477335,11.648992210796091
1373,Syria,2023,0,343477335,0.0
1374,Taiwan,2023,129585272,343477335,37.7274593678794
1375,Tajikistan,2023,359064,343477335,0.10453790204235747
1376,Tanzania,2023,3531322,343477335,1.0281091764031534
1377,Thailand,2023,1046059780,343477335,304.5498708087973
1378,Togo,2023,16977091,343477335,4.9427107031676485
1379,Tokelau Islands,2023,0,343477335,0.0
1380,Tonga,2023,26367,343477335,0.007676489046941045
1381,Trinidad and Tobago,2023,21134443,343477335,6.153082269605941
1382,Tunisia,2023,2047044,343477335,0.5959764419390292
1383,Turkey,2023,284819685,343477335,82.92241029528194
1384,Turkmenistan,2023,452222,343477335,0.1316599245187459
1385,Turks and Caicos Islands,2023,4631411,343477335,1.3483891156893948
1386,Tuvalu,2023,0,343477335,0.0
1387,Uganda,2023,1488514,343477335,0.43336600361127176
1388,Ukraine,2023,47828040,343477335,13.924656775388105
1389,United Arab Emirates,2023,760712518,343477335,221.4738617323906
1390,United Kingdom,2023,1212152322,343477335,352.9060576879112
1391,Uruguay,2023,15274516,343477335,4.447022974601803
1392,Uzbekistan,2023,16840987,343477335,4.903085381164961
1393,Vanuatu (New Hebrides),2023,20235,343477335,0.0058912184118349465
1394,Vatican City,2023,0,343477335,0.0
1395,Venezuela,2023,91258391,343477335,26.568970264078704
1396,Vietnam,2023,67770992,343477335,19.730848325115833
1397,Wallis and Futuna,2023,0,343477335,0.0
1398,West Bank,2023,5887,343477335,0.0017139413289089366
1399,Western Sahara,2023,0,343477335,0.0
1400,Western Samoa,2023,232567,343477335,0.06770956226267448
1401,Yemen (Sana),2023,3176541,343477335,0.9248182270891324
1402,Zambia,2023,9979120,343477335,2.9053212492172156
1403,Zimbabwe (Rhodesia),2023,5565061,343477335,1.6202120003056388
